,sonnet_index,syllables,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,word_list,sonnet_num,author,polarity,subjectivity
132,587,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['And', 'I', 'didnt', 'know', 'if', 'you', 'knew', 'so', 'Im', 'taking']",587,taylor_swift,0.0,0.0
133,589,11,stress,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,missing,"['And', 'it', 'a', 'sad', 'picture', 'the', 'final', 'blow', 'hits']",589,taylor_swift,-0.25,1.0
134,591,11,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,"['You', 'know', 'it', 'all', 'the', 'same', 'another', 'time', 'and']",591,taylor_swift,0.0,0.125
135,594,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['These', 'walls', 'that', 'they', 'put', 'up', 'to', 'hold', 'us', 'back', 'will']",594,taylor_swift,0.0,0.0
136,604,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['These', 'walls', 'that', 'they', 'put', 'up', 'to', 'hold', 'us', 'back', 'will']",604,taylor_swift,0.0,0.0
137,609,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'the', 'battle', 'was', 'long', 'it', 'the', 'fight', 'of', 'our']",609,taylor_swift,-0.05,0.4
138,610,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['These', 'walls', 'that', 'they', 'put', 'up', 'to', 'hold', 'us', 'back', 'fell']",610,taylor_swift,0.0,0.0
139,613,11,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,missing,"['You', 'were', 'in', 'college', 'working', 'part', 'time', 'waiting']",613,taylor_swift,0.0,0.0
140,617,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,stress,missing,"['Do', 'you', 'remember', 'we', 'were', 'sitting', 'there', 'by']",617,taylor_swift,0.0,0.0
141,623,11,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,stress,stress,missing,"['You', 'learn', 'my', 'secrets', 'and', 'figure', 'out', 'why', 'Im']",623,taylor_swift,0.0,0.0
142,625,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,stress,missing,"['Do', 'you', 'remember', 'we', 'were', 'sitting', 'there', 'by']",625,taylor_swift,0.0,0.0
143,629,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,stress,missing,"['Do', 'you', 'remember', 'all', 'the', 'city', 'lights', 'on']",629,taylor_swift,0.0,0.0
144,646,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['Get', 'me', 'with', 'those', 'green', 'eyes', 'baby', 'as', 'the', 'lights']",646,taylor_swift,-0.2,0.3
145,654,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['Get', 'me', 'with', 'those', 'green', 'eyes', 'baby', 'as', 'the', 'lights']",654,taylor_swift,-0.2,0.3
146,657,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['I', 'run', 'my', 'fingers', 'through', 'your', 'hair', 'and', 'watch', 'the']",657,taylor_swift,0.0,0.0
147,658,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Just', 'keep', 'on', 'keeping', 'your', 'eyes', 'on', 'me', 'it', 'just']",658,taylor_swift,0.0,0.0
148,661,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['Get', 'me', 'with', 'those', 'green', 'eyes', 'baby', 'as', 'the', 'lights']",661,taylor_swift,-0.2,0.3
149,667,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['You', 'gave', 'me', 'roses', 'and', 'I', 'left', 'them', 'there', 'to']",667,taylor_swift,0.0,0.0
150,669,11,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,stress,unstress,missing,"['Standing', 'in', 'front', 'of', 'you', 'saying', 'Im', 'sorry']",669,taylor_swift,-0.5,1.0
151,671,11,stress,unstress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Wishing', 'I', 'realized', 'what', 'I', 'had', 'when', 'you', 'were']",671,taylor_swift,0.0,0.0
152,672,11,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,"['I', 'go', 'back', 'to', 'December', 'turn', 'around', 'and']",672,taylor_swift,0.0,0.0
153,677,11,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,stress,missing,"['I', 'watched', 'you', 'laughing', 'from', 'the', 'passenger', 'side']",677,taylor_swift,0.0,0.0
154,679,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'gave', 'me', 'all', 'your', 'love', 'and', 'all', 'I', 'gave', 'you']",679,taylor_swift,0.5,0.6
155,681,11,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,stress,unstress,missing,"['Standing', 'in', 'front', 'of', 'you', 'saying', 'Im', 'sorry']",681,taylor_swift,-0.5,1.0
156,683,11,stress,unstress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Wishing', 'I', 'realized', 'what', 'I', 'had', 'when', 'you', 'were']",683,taylor_swift,0.0,0.0
157,684,11,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,"['I', 'go', 'back', 'to', 'December', 'turn', 'around', 'and']",684,taylor_swift,0.0,0.0
158,689,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['But', 'if', 'we', 'loved', 'again', 'I', 'swear', 'I', 'love', 'you']",689,taylor_swift,0.6,0.7
159,693,11,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,stress,unstress,missing,"['Standing', 'in', 'front', 'of', 'you', 'saying', 'Im', 'sorry']",693,taylor_swift,-0.5,1.0
160,694,11,stress,unstress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Wishing', 'I', 'realized', 'what', 'I', 'had', 'when', 'you', 'were']",694,taylor_swift,0.0,0.0
161,695,11,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,"['I', 'go', 'back', 'to', 'December', 'turn', 'around', 'and']",695,taylor_swift,0.0,0.0
162,696,11,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,"['I', 'go', 'back', 'to', 'December', 'turn', 'around', 'and']",696,taylor_swift,0.0,0.0
163,718,11,stress,stress,stress,missing,missing,stress,stress,stress,stress,stress,stress,missing,"['Well', 'I', 'stopped', 'pickin', 'up', 'and', 'this', 'song', 'is', 'to']",718,taylor_swift,0.0,0.0
164,723,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,missing,"['And', 'I', 'look', 'back', 'in', 'regret', 'how', 'I', 'ignored']",723,taylor_swift,0.0,0.0
165,737,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['But', 'you', 'can', 'take', 'me', 'down', 'with', 'just', 'one', 'single']",737,taylor_swift,-0.1134920634920635,0.2515873015873016
166,754,11,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,"['And', 'a', 'liar', 'and', 'pathetic', 'and', 'alone', 'in']",754,taylor_swift,-1.0,1.0
167,755,11,unstress,unstress,stress,unstress,unstress,stress,unstress,unstress,unstress,stress,unstress,missing,"['And', 'a', 'liar', 'and', 'pathetic', 'and', 'alone', 'in']",755,taylor_swift,-1.0,1.0
168,764,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['I', 'used', 'to', 'think', 'one', 'day', 'we', 'tell', 'the', 'story']",764,taylor_swift,0.0,0.0
169,766,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'used', 'to', 'know', 'my', 'place', 'was', 'a', 'spot', 'next', 'to']",766,taylor_swift,0.0,0.0
170,773,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Yeah', 'I', 'dont', 'know', 'what', 'to', 'say', 'since', 'a', 'twist', 'of']",773,taylor_swift,0.0,0.0
171,775,11,stress,stress,stress,unstress,unstress,stress,unstress,stress,stress,stress,stress,missing,"['See', 'me', 'nervously', 'pulling', 'at', 'my', 'clothes', 'and']",775,taylor_swift,0.0,0.0
172,778,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['Of', 'how', 'I', 'was', 'losing', 'my', 'mind', 'when', 'I', 'saw']",778,taylor_swift,0.0,0.0
173,786,11,stress,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,missing,"['Yeah', 'and', 'I', 'dont', 'know', 'what', 'to', 'say', 'since', 'a', 'twist']",786,taylor_swift,0.0,0.0
174,788,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['But', 'I', 'liked', 'it', 'better', 'when', 'you', 'were', 'on', 'my']",788,taylor_swift,0.55,0.65
175,794,11,stress,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,missing,"['Yeah', 'and', 'I', 'dont', 'know', 'what', 'to', 'say', 'since', 'a', 'twist']",794,taylor_swift,0.0,0.0
176,796,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['And', 'Im', 'dying', 'to', 'know', 'is', 'it', 'killing', 'you', 'like']",796,taylor_swift,0.0,0.0
177,797,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'dont', 'know', 'what', 'to', 'say', 'since', 'a', 'twist', 'of']",797,taylor_swift,0.0,0.0
178,809,11,stress,stress,stress,stress,unstress,unstress,stress,stress,stress,stress,stress,missing,"['I', 'wont', 'let', 'nobody', 'hurt', 'you', 'wont', 'let', 'no']",809,taylor_swift,0.0,0.0
179,816,11,stress,missing,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['And', 'dont', 'lose', 'the', 'way', 'that', 'you', 'dance', 'around', 'in']",816,taylor_swift,0.0,0.0
180,821,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['No', 'one', 'ever', 'burned', 'you', 'nothing', 'ever', 'left']",821,taylor_swift,0.0,0.0
181,824,11,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Memorize', 'what', 'it', 'sounded', 'like', 'when', 'your', 'dad', 'gets']",824,taylor_swift,0.0,0.0
182,830,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['So', 'I', 'tuck', 'myself', 'in', 'and', 'turn', 'my', 'night', 'light']",830,taylor_swift,0.4,0.7
183,831,11,stress,stress,missing,stress,unstress,stress,stress,stress,stress,stress,unstress,missing,"['Oh', 'I', 'dont', 'wanna', 'grow', 'up', 'wish', 'I', 'never']",831,taylor_swift,0.0,0.0
184,832,11,stress,stress,missing,stress,unstress,stress,stress,stress,stress,stress,unstress,missing,"['Oh', 'I', 'dont', 'wanna', 'grow', 'up', 'wish', 'I', 'never']",832,taylor_swift,0.0,0.0
185,843,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,unstress,stress,missing,"['Now', 'go', 'stand', 'in', 'the', 'corner', 'and', 'think', 'about']",843,taylor_swift,0.0,0.0
186,846,11,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['She', 'came', 'along', 'got', 'him', 'alone', 'and', 'let', 'hear']",846,taylor_swift,0.0,0.0
187,850,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['She', 'had', 'to', 'know', 'the', 'pain', 'was', 'beating', 'on', 'me']",850,taylor_swift,0.0,0.0
188,856,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['There', 'is', 'nothing', 'I', 'do', 'better', 'than', 'revenge']",856,taylor_swift,0.5,0.5
189,857,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['She', 'looks', 'at', 'life', 'like', 'it', 'a', 'party', 'and', 'she']",857,taylor_swift,0.0,0.0
190,860,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['And', 'she', 'thinks', 'Im', 'psycho', 'cause', 'I', 'like', 'to', 'rhyme']",860,taylor_swift,0.0,0.0
191,862,11,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['Oh', 'they', 'didnt', 'teach', 'you', 'that', 'in', 'prep', 'school', 'so', 'it']",862,taylor_swift,0.0,0.0
192,868,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['There', 'is', 'nothing', 'I', 'do', 'better', 'than', 'revenge']",868,taylor_swift,0.5,0.5
193,869,11,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Im', 'just', 'another', 'thing', 'for', 'you', 'to', 'roll', 'your']",869,taylor_swift,0.0,0.0
194,871,11,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['Im', 'just', 'another', 'thing', 'for', 'you', 'to', 'roll', 'your']",871,taylor_swift,0.0,0.0
195,872,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['You', 'might', 'have', 'him', 'but', 'I', 'always', 'get', 'the', 'last']",872,taylor_swift,0.0,0.06666666666666667
196,877,11,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['There', 'is', 'nothing', 'I', 'do', 'better', 'than', 'revenge']",877,taylor_swift,0.5,0.5
197,881,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,missing,"['Come', 'on', 'show', 'me', 'how', 'much', 'better', 'you', 'are', '(so']",881,taylor_swift,0.5,0.5
198,904,11,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,stress,missing,"['And', 'it', 'coming', 'over', 'you', 'like', 'it', 'all', 'a']",904,taylor_swift,0.0,0.0
199,922,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['How', 'you', 'kissed', 'me', 'when', 'I', 'was', 'in', 'the', 'middle']",922,taylor_swift,0.0,0.0
200,928,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['So', 'Ill', 'watch', 'your', 'life', 'in', 'pictures', 'like', 'I', 'used']",928,taylor_swift,-0.5,1.0
201,929,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'feel', 'you', 'forget', 'me', 'like', 'I', 'used', 'to']",929,taylor_swift,0.0,0.0
202,930,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'keep', 'up', 'with', 'our', 'old', 'friends', 'just', 'to', 'ask']",930,taylor_swift,0.1,0.2
203,937,11,stress,stress,unstress,stress,unstress,stress,stress,unstress,stress,stress,stress,missing,"['I', 'said', 'remember', 'this', 'moment', 'in', 'the', 'back']",937,taylor_swift,0.0,0.0
204,941,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,"['I', 'was', 'screaming', 'long', 'live', 'all', 'the', 'magic', 'we']",941,taylor_swift,0.19545454545454544,0.6333333333333333
205,948,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,"['I', 'was', 'screaming', 'long', 'live', 'all', 'the', 'magic', 'we']",948,taylor_swift,0.19545454545454544,0.6333333333333333
206,949,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['I', 'had', 'the', 'time', 'of', 'my', 'life', 'fighting', 'dragons']",949,taylor_swift,0.0,0.0
207,954,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,"['I', 'was', 'screaming', 'long', 'live', 'all', 'the', 'magic', 'we']",954,taylor_swift,0.19545454545454544,0.6333333333333333
208,956,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['I', 'had', 'the', 'time', 'of', 'my', 'life', 'fighting', 'dragons']",956,taylor_swift,0.0,0.0
209,960,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,missing,"['If', 'you', 'were', 'here', 'we', 'laugh', 'about', 'their', 'vacant']",960,taylor_swift,0.3,0.1
210,963,11,stress,stress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,"['And', 'the', 'verdict', 'comes', 'from', 'those', 'with', 'nothing', 'else']",963,taylor_swift,0.0,0.0
211,974,11,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,unstress,stress,missing,"['And', 'any', 'snide', 'remarks', 'from', 'my', 'father', 'about']",974,taylor_swift,0.0,0.0
212,990,11,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,stress,missing,"['Now', 'Im', 'pacing', 'down', 'the', 'hall', 'chasing', 'down', 'your']",990,taylor_swift,-0.15555555555555559,0.2888888888888889
213,1003,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'just', 'want', 'to', 'see', 'you', 'back', 'at', 'my', 'front']",1003,taylor_swift,0.0,0.0
214,1004,11,stress,stress,stress,missing,stress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'say', '""Come', 'back', 'come', 'back', 'come', 'back', 'to', 'me']",1004,taylor_swift,0.0,0.0
215,1014,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['It', 'not', 'the', 'kind', 'of', 'ending', 'you', 'want', 'to', 'see']",1014,taylor_swift,0.6,0.9
216,1017,11,stress,stress,unstress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'wonder', 'if', 'he', 'knows', 'how', 'much', 'that', 'I', 'miss']",1017,taylor_swift,0.2,0.2
217,1020,11,stress,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'always', 'forget', 'to', 'tell', 'you', 'I', 'love', 'you']",1020,taylor_swift,0.5,0.6
218,1029,11,stress,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,stress,missing,"['I', 'always', 'forget', 'to', 'tell', 'you', 'I', 'love', 'you']",1029,taylor_swift,0.5,0.6
219,1040,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['We', 'fall', 'in', 'love', 'till', 'it', 'hurts', 'or', 'bleeds', 'or', 'fades']",1040,taylor_swift,0.5,0.6
220,1102,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,missing,"['And', 'I', 'heard', 'you', 'moved', 'on', 'from', 'whispers', 'on', 'the']",1102,taylor_swift,0.0,0.0
221,1103,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['A', 'new', 'notch', 'in', 'your', 'belt', 'is', 'all', 'Ill', 'ever']",1103,taylor_swift,-0.18181818181818182,0.7272727272727273
222,1117,11,stress,stress,unstress,stress,stress,unstress,stress,stress,stress,unstress,stress,missing,"['The', 'autumn', 'leaves', 'falling', 'down', 'like', 'pieces', 'into']",1117,taylor_swift,-0.15555555555555559,0.2888888888888889
223,1119,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['And', 'I', 'know', 'it', 'long', 'gone', 'and', 'that', 'magic', 'not']",1119,taylor_swift,0.225,0.7
224,1120,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,"['And', 'I', 'might', 'be', 'okay', 'but', 'Im', 'not', 'fine', 'at']",1120,taylor_swift,0.14583333333333331,0.5
225,1121,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,missing,"['Cause', 'there', 'we', 'are', 'again', 'on', 'that', 'little', 'town']",1121,taylor_swift,-0.1875,0.5
226,1123,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['Wind', 'in', 'my', 'hair', 'I', 'was', 'there', 'I', 'remember']",1123,taylor_swift,0.0,0.0
227,1124,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,missing,"['You', 'used', 'to', 'be', 'a', 'little', 'kid', 'with', 'glasses']",1124,taylor_swift,-0.1875,0.5
228,1125,11,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,"['And', 'your', 'mother', 'telling', 'stories', 'bout', 'you', 'on']",1125,taylor_swift,0.0,0.0
229,1127,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,missing,"['And', 'I', 'know', 'it', 'long', 'gone', 'and', 'there', 'was', 'nothing']",1127,taylor_swift,-0.05,0.4
230,1129,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,missing,"['Cause', 'there', 'we', 'are', 'again', 'in', 'the', 'middle', 'of']",1129,taylor_swift,0.0,0.0
231,1131,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['Down', 'the', 'stairs', 'I', 'was', 'there', 'I', 'remember', 'it']",1131,taylor_swift,-0.15555555555555559,0.2888888888888889
232,1135,11,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['Running', 'scared', 'I', 'was', 'there', 'I', 'remember', 'it']",1135,taylor_swift,0.0,0.0
233,1136,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['And', 'you', 'call', 'me', 'up', 'again', 'just', 'to', 'break', 'me']",1136,taylor_swift,0.0,0.0
234,1142,11,stress,unstress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['After', 'plaid', 'shirt', 'days', 'and', 'nights', 'when', 'you', 'made', 'me']",1142,taylor_swift,0.0,0.0
235,1144,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['But', 'you', 'keep', 'my', 'old', 'scarf', 'from', 'that', 'very', 'first']",1144,taylor_swift,0.21250000000000002,0.31666666666666665
236,1145,11,stress,stress,unstress,stress,stress,stress,stress,unstress,unstress,stress,stress,missing,"['Cause', 'it', 'reminds', 'you', 'of', 'innocence', 'and', 'it']",1145,taylor_swift,0.0,0.0
237,1146,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['You', 'cant', 'get', 'rid', 'of', 'it', 'cause', 'you', 'remember']",1146,taylor_swift,0.0,0.0
238,1147,11,unstress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['Because', 'there', 'we', 'are', 'again', 'when', 'I', 'loved', 'you']",1147,taylor_swift,0.7,0.8
239,1149,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['It', 'was', 'rare', 'I', 'was', 'there', 'I', 'remember', 'it']",1149,taylor_swift,0.3,0.9
240,1150,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,missing,"['Wind', 'in', 'my', 'hair', 'you', 'were', 'there', 'you', 'remember']",1150,taylor_swift,0.0,0.0
241,1151,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['Down', 'the', 'stairs', 'you', 'were', 'there', 'you', 'remember', 'it']",1151,taylor_swift,-0.15555555555555559,0.2888888888888889
242,1152,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,"['It', 'was', 'rare', 'I', 'was', 'there', 'I', 'remember', 'it']",1152,taylor_swift,0.3,0.9
243,1165,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['This', 'place', 'is', 'too', 'crowded', 'too', 'many', 'cool', 'kids', 'uh']",1165,taylor_swift,0.425,0.575
244,1188,11,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,"['I', 'bet', 'you', 'think', 'I', 'either', 'moved', 'on', 'or', 'hate']",1188,taylor_swift,-0.8,0.9
245,1190,11,stress,stress,stress,stress,unstress,stress,unstress,unstress,stress,stress,stress,missing,"['I', 'bet', 'it', 'never', 'ever', 'occurred', 'to', 'you']",1190,taylor_swift,0.0,0.0
246,1195,11,stress,stress,unstress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,"['And', 'asking', 'me', 'if', 'I', 'want', 'to', 'try', 'again']",1195,taylor_swift,0.0,0.0
247,1209,11,stress,stress,missing,stress,missing,stress,stress,stress,stress,stress,stress,missing,"['I', 'say', '""I', 'hate', 'you""', 'we', 'break', 'up', 'you', 'call', 'me']",1209,taylor_swift,-0.8,0.9
248,1212,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'go', 'talk', 'to', 'your', 'friends', 'talk', 'to', 'my', 'friends', 'talk']",1212,taylor_swift,0.0,0.0
249,1214,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,stress,missing,"['Im', 'really', 'gonna', 'miss', 'you', 'picking', 'fights', 'and']",1214,taylor_swift,0.2,0.2
250,1220,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'go', 'talk', 'to', 'your', 'friends', 'talk', 'to', 'my', 'friends', 'talk']",1220,taylor_swift,0.0,0.0
251,1224,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,stress,missing,"['Huh', 'so', 'he', 'calls', 'me', 'up', 'and', 'he', 'like', '""I', 'still']",1224,taylor_swift,0.0,0.0
252,1226,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'go', 'talk', 'to', 'your', 'friends', 'talk', 'to', 'my', 'friends', 'talk']",1226,taylor_swift,0.0,0.0
253,1228,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['You', 'go', 'talk', 'to', 'your', 'friends', 'talk', 'to', 'my', 'friends', 'talk']",1228,taylor_swift,0.0,0.0
254,1241,11,stress,stress,stress,stress,unstress,stress,stress,stress,stress,unstress,stress,missing,"['And', 'I', 'love', 'you', 'because', 'you', 'have', 'given', 'me']",1241,taylor_swift,0.5,0.6
255,1244,11,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,"['But', 'I', 'think', 'that', 'it', 'best', 'if', 'we', 'both', 'stay', 'stay']",1244,taylor_swift,1.0,0.3
256,1245,11,stress,stress,stress,stress,stress,stress,unstress,unstress,stress,stress,stress,missing,"['You', 'took', 'the', 'time', 'to', 'memorize', 'me', 'my', 'fears']",1245,taylor_swift,0.0,0.0
257,1250,11,stress,stress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['No', 'one', 'else', 'is', 'gonna', 'love', 'me', 'when', 'I', 'get']",1250,taylor_swift,0.5,0.6
258,1267,11,stress,stress,stress,stress,stress,stress,stress,stress,missing,stress,stress,missing,"['This', 'is', 'the', 'last', 'time', 'you', 'tell', 'me', 'Ive', 'got', 'it']",1267,taylor_swift,0.0,0.06666666666666667
259,1282,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['This', 'is', 'the', 'last', 'time', 'Im', 'asking', 'you', 'last', 'time']",1282,taylor_swift,0.0,0.06666666666666667
260,1283,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['This', 'is', 'the', 'last', 'time', 'Im', 'asking', 'you', 'last', 'time']",1283,taylor_swift,0.0,0.06666666666666667
261,1284,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['This', 'is', 'the', 'last', 'time', 'Im', 'asking', 'you', 'last', 'time']",1284,taylor_swift,0.0,0.06666666666666667
262,1285,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['This', 'is', 'the', 'last', 'time', 'Im', 'asking', 'you', 'last', 'time']",1285,taylor_swift,0.0,0.06666666666666667
263,1288,11,stress,stress,unstress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,"['While', 'having', 'coffee', 'all', 'alone', 'and', 'Lord', 'it', 'took']",1288,taylor_swift,0.0,0.0
